id,name,aliases,ranked_default_status,source_status,champions_confirmed,available_formats,strict_M_B_status,current_format_status,types,hp,atk,def,spa,spd,spe,abilities,move_count,role_hints
arcaninehisui,Hisuian Arcanine,Hisuian Arcanine; arcaninehisui; hisuianarcanine,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fire|Rock,95,115,80,95,80,90,Intimidate; Flash Fire; Rock Head,64,physical attacker; bulky; Protect
avalugghisui,Hisuian Avalugg,Hisuian Avalugg; avalugghisui; hisuianavalugg,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ice|Rock,95,127,184,34,36,38,Strong Jaw; Ice Body; Sturdy,49,slow/bulky; physical attacker; bulky; Protect; Wide Guard; Rain Dance
decidueyehisui,Hisuian Decidueye,Hisuian Decidueye; decidueyehisui; hisuiandecidueye,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass|Fighting,88,112,80,95,95,60,Overgrow; Scrappy,66,slow/bulky; physical attacker; Protect; Tailwind; Rain Dance; Light Screen
goodrahisui,Hisuian Goodra,Hisuian Goodra; goodrahisui; hisuiangoodra,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Steel|Dragon,80,100,100,110,150,60,Sap Sipper; Shell Armor; Gooey,63,slow/bulky; special attacker; bulky; Protect; Rain Dance
samurotthisui,Hisuian Samurott,Hisuian Samurott; hisuiansamurott; samurotthisui,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water|Dark,90,108,80,100,65,85,Torrent; Sharpness,67,bulky; Protect; Rain Dance
typhlosionhisui,Hisuian Typhlosion,Hisuian Typhlosion; hisuiantyphlosion; typhlosionhisui,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fire|Ghost,73,84,78,119,85,95,Blaze; Frisk,66,special attacker; Protect
zoroarkhisui,Hisuian Zoroark,Hisuian Zoroark; hisuianzoroark; zoroarkhisui,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Normal|Ghost,55,100,60,125,60,110,Illusion,73,fast; special attacker; Protect; Rain Dance
houndoom,Houndoom,Houndoom; houndoom,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Dark|Fire,75,90,50,110,80,95,Early Bird; Flash Fire; Unnerve,67,special attacker; Protect; Rain Dance
houndstone,Houndstone,Houndstone; houndstone,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Ghost,72,101,100,50,97,68,Sand Rush; Fluffy,52,bulky; Protect; Rain Dance
hydrapple,Hydrapple,Hydrapple; hydrapple,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass|Dragon,106,80,110,120,80,44,Supersweet Syrup; Regenerator; Sticky Hold,51,slow/bulky; special attacker; bulky; Protect; Rain Dance; Reflect
hydreigon,Hydreigon,Hydreigon; hydreigon,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Dark|Dragon,92,105,90,125,90,98,Levitate,78,special attacker; bulky; Protect; Tailwind; Rain Dance; Reflect
incineroar,Incineroar,Incineroar; incineroar,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fire|Dark,95,115,90,80,90,60,Blaze; Intimidate,77,slow/bulky; physical attacker; bulky; Protect; Fake Out
infernape,Infernape,Infernape; infernape,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fire|Fighting,76,104,71,104,71,108,Blaze; Iron Fist,88,Protect; Fake Out
jolteon,Jolteon,Jolteon; jolteon,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Electric,65,65,60,110,95,130,Volt Absorb; Quick Feet,59,fast; special attacker; Protect; Rain Dance; Light Screen
kangaskhan,Kangaskhan,Kangaskhan; kangaskhan,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Normal,105,95,80,40,80,90,Early Bird; Scrappy; Inner Focus,67,bulky; Protect; Fake Out; Rain Dance
kingambit,Kingambit,Kingambit; kingambit,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Dark|Steel,100,135,120,60,85,50,Defiant; Supreme Overlord; Pressure,52,slow/bulky; physical attacker; bulky; Protect; Rain Dance
kleavor,Kleavor,Kleavor; kleavor,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Bug|Rock,70,135,95,45,70,85,Swarm; Sheer Force; Sharpness,56,physical attacker; Protect; Tailwind; Rain Dance; Light Screen
klefki,Klefki,Klefki; klefki,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Steel|Fairy,57,80,91,80,87,75,Prankster; Magician,44,Protect; Trick Room; Rain Dance; Reflect; Light Screen
kommoo,Kommo-o,Kommo-o; kommoo,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Dragon|Fighting,75,110,125,100,105,85,Bulletproof; Soundproof; Overcoat,78,physical attacker; bulky; Protect; Rain Dance
krookodile,Krookodile,Krookodile; krookodile,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ground|Dark,95,117,80,65,70,92,Intimidate; Moxie; Anger Point,83,physical attacker; bulky; Protect
leafeon,Leafeon,Leafeon; leafeon,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass,65,110,130,60,65,95,Leaf Guard; Chlorophyll,58,physical attacker; bulky; Protect; Rain Dance
liepard,Liepard,Liepard; liepard,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Dark,64,88,50,88,50,106,Limber; Unburden; Prankster,60,Protect; Fake Out; Rain Dance
lopunny,Lopunny,Lopunny; lopunny,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Normal,65,76,84,54,96,105,Cute Charm; Klutz; Limber,76,Protect; Fake Out; Rain Dance
lucario,Lucario,Lucario; lucario,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fighting|Steel,70,110,70,115,70,90,Steadfast; Inner Focus; Justified,83,physical attacker; special attacker; Protect; Rain Dance
luxray,Luxray,Luxray; luxray,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Electric,80,120,79,95,79,70,Rivalry; Intimidate; Guts,53,physical attacker; Protect; Rain Dance; Light Screen
lycanroc,Lycanroc,Lycanroc; lycanroc,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Rock,75,115,65,55,65,112,Tough Claws,77,fast; physical attacker; Protect
lycanrocdusk,Lycanroc (Dusk),Lycanroc (Dusk); lycanrocdusk,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Rock,75,117,65,55,65,110,Tough Claws,60,fast; physical attacker; Protect
lycanrocmidday,Lycanroc (Midday),Lycanroc (Midday); lycanrocmidday,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Rock,75,115,65,55,65,112,Keen Eye; Sand Rush; Steadfast,58,fast; physical attacker; Protect
lycanrocmidnight,Lycanroc (Midnight),Lycanroc (Midnight); lycanrocmidnight,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Rock,85,115,75,55,75,82,Keen Eye; Vital Spirit; No Guard,68,physical attacker; Protect
machamp,Machamp,Machamp; machamp,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fighting,90,130,80,65,85,55,Guts; No Guard; Steadfast,66,slow/bulky; physical attacker; bulky; Protect; Wide Guard; Rain Dance; Light Screen
malamar,Malamar,Malamar; malamar,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Dark|Psychic,86,92,88,68,75,73,Contrary; Suction Cups; Infiltrator,68,Protect; Trick Room; Rain Dance; Reflect; Light Screen
mamoswine,Mamoswine,Mamoswine; mamoswine,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ice|Ground,110,130,80,70,60,80,Oblivious; Snow Cloak; Thick Fat,63,physical attacker; bulky; Protect; Rain Dance; Reflect
manectric,Manectric,Manectric; manectric,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Electric,70,75,60,105,60,105,Static; Lightning Rod; Minus,49,Protect; Rain Dance; Light Screen
maushold,Maushold,Maushold; maushold,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Normal,74,75,70,65,75,111,Friend Guard; Cheek Pouch; Technician,50,fast; Protect; Follow Me; Rain Dance
mawile,Mawile,Mawile; mawile,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Steel|Fairy,50,85,85,55,55,50,Hyper Cutter; Intimidate; Sheer Force,71,slow/bulky; Protect; Rain Dance
medicham,Medicham,Medicham; medicham,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fighting|Psychic,60,60,75,60,75,80,Pure Power; Telepathy,77,Protect; Fake Out; Trick Room; Rain Dance; Reflect; Light Screen
abomasnowmega,Mega Abomasnow,Abomasnow Mega; Abomasnow-Mega; Mega Abomasnow; abomasnowmega; megaabomasnow,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass|Ice,90,132,105,132,105,30,Snow Warning,65,slow/bulky; physical attacker; special attacker; bulky; Protect; Rain Dance
absolmega,Mega Absol,Absol Mega; Absol-Mega; Mega Absol; absolmega; megaabsol,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Dark,65,150,60,115,60,115,Magic Bounce,71,fast; physical attacker; special attacker; Protect; Rain Dance
aerodactylmega,Mega Aerodactyl,Aerodactyl Mega; Aerodactyl-Mega; Mega Aerodactyl; aerodactylmega; megaaerodactyl,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Rock|Flying,80,135,85,70,95,150,Tough Claws,58,fast; physical attacker; Protect; Wide Guard; Tailwind; Rain Dance
aggronmega,Mega Aggron,Aggron Mega; Aggron-Mega; Mega Aggron; aggronmega; megaaggron,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Steel,70,140,230,60,80,50,Filter,83,slow/bulky; physical attacker; bulky; Protect; Rain Dance
alakazammega,Mega Alakazam,Alakazam Mega; Alakazam-Mega; Mega Alakazam; alakazammega; megaalakazam,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Psychic,55,50,65,175,105,150,Trace,60,fast; special attacker; bulky; Protect; Trick Room; Rain Dance; Reflect; Light Screen
altariamega,Mega Altaria,Altaria Mega; Altaria-Mega; Mega Altaria; altariamega; megaaltaria,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Dragon|Fairy,75,110,110,110,105,80,Pixilate,65,physical attacker; special attacker; bulky; Protect; Tailwind; Rain Dance
ampharosmega,Mega Ampharos,Ampharos Mega; Ampharos-Mega; Mega Ampharos; ampharosmega; megaampharos,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Electric|Dragon,90,95,105,165,110,45,Mold Breaker,67,slow/bulky; special attacker; bulky; Protect; Rain Dance; Reflect; Light Screen
audinomega,Mega Audino,Audino Mega; Audino-Mega; Mega Audino; audinomega; megaaudino,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Normal|Fairy,103,60,126,80,126,50,Healer,69,slow/bulky; bulky; Protect; Trick Room; Rain Dance; Reflect; Light Screen
banettemega,Mega Banette,Banette Mega; Banette-Mega; Mega Banette; banettemega; megabanette,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ghost,64,165,75,93,83,75,Prankster,66,physical attacker; Protect; Trick Room; Rain Dance
barbaraclemega,Mega Barbaracle,Barbaracle Mega; Barbaracle-Mega; Mega Barbaracle; barbaraclemega; megabarbaracle,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Rock|Fighting,72,140,130,64,106,88,Tough Claws,71,physical attacker; bulky; Protect; Rain Dance
beedrillmega,Mega Beedrill,Beedrill Mega; Beedrill-Mega; Mega Beedrill; beedrillmega; megabeedrill,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Bug|Poison,65,150,40,15,80,145,Adaptability,53,fast; physical attacker; Protect
blastoisemega,Mega Blastoise,Blastoise Mega; Blastoise-Mega; Mega Blastoise; blastoisemega; megablastoise,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water,79,103,120,135,115,78,Mega Launcher,73,special attacker; bulky; Protect; Fake Out; Rain Dance
blazikenmega,Mega Blaziken,Blaziken Mega; Blaziken-Mega; Mega Blaziken; blazikenmega; megablaziken,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Fire|Fighting,80,160,80,130,80,100,Speed Boost,78,physical attacker; special attacker; Protect
cameruptmega,Mega Camerupt,Camerupt Mega; Camerupt-Mega; Mega Camerupt; cameruptmega; megacamerupt,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fire|Ground,70,120,100,145,105,20,Sheer Force,67,slow/bulky; physical attacker; special attacker; bulky; Protect; Rain Dance
chandeluremega,Mega Chandelure,Chandelure Mega; Chandelure-Mega; Mega Chandelure; chandeluremega; megachandelure,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ghost|Fire,60,75,110,175,110,90,Infiltrator,54,special attacker; bulky; Protect; Trick Room
charizardmegax,Mega Charizard X,Charizard X Mega; Charizard X-Mega; Mega Charizard X; charizardmegax; charizardxmega; megacharizardx,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fire|Dragon,78,130,111,130,85,100,Tough Claws,72,physical attacker; special attacker; bulky; Protect
charizardmegay,Mega Charizard Y,Charizard Y Mega; Charizard Y-Mega; Mega Charizard Y; charizardmegay; charizardymega; megacharizardy,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fire|Flying,78,104,78,159,115,100,Drought,72,special attacker; bulky; Protect
chesnaughtmega,Mega Chesnaught,Chesnaught Mega; Chesnaught-Mega; Mega Chesnaught; chesnaughtmega; megachesnaught,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass|Fighting,88,137,172,74,115,44,Bulletproof,87,slow/bulky; physical attacker; bulky; Protect; Wide Guard; Rain Dance; Reflect
chimechomega,Mega Chimecho,Chimecho Mega; Chimecho-Mega; Mega Chimecho; chimechomega; megachimecho,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Psychic|Steel,75,50,110,135,120,65,Levitate,65,special attacker; bulky; Protect; Trick Room; Rain Dance; Reflect; Light Screen
clefablemega,Mega Clefable,Clefable Mega; Clefable-Mega; Mega Clefable; clefablemega; megaclefable,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fairy|Flying,95,80,93,135,110,70,Magic Bounce,91,special attacker; bulky; Protect; Follow Me; Rain Dance; Reflect; Light Screen
crabominablemega,Mega Crabominable,Crabominable Mega; Crabominable-Mega; Mega Crabominable; crabominablemega; megacrabominable,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fighting|Ice,97,157,122,62,107,33,Iron Fist,63,slow/bulky; physical attacker; bulky; Protect; Wide Guard; Rain Dance
delphoxmega,Mega Delphox,Delphox Mega; Delphox-Mega; Mega Delphox; delphoxmega; megadelphox,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fire|Psychic,75,69,72,159,125,134,Levitate,72,fast; special attacker; bulky; Protect; Trick Room; Rain Dance; Reflect; Light Screen
dragalgemega,Mega Dragalge,Dragalge Mega; Dragalge-Mega; Mega Dragalge; dragalgemega; megadragalge,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Poison|Dragon,65,85,105,132,163,44,Regenerator,52,slow/bulky; special attacker; bulky; Protect; Rain Dance
dragonitemega,Mega Dragonite,Dragonite Mega; Dragonite-Mega; Mega Dragonite; dragonitemega; megadragonite,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Dragon|Flying,91,124,115,145,125,100,Multiscale,83,physical attacker; special attacker; bulky; Protect; Tailwind; Rain Dance; Light Screen
drampamega,Mega Drampa,Drampa Mega; Drampa-Mega; Mega Drampa; drampamega; megadrampa,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Normal|Dragon,78,85,110,160,116,36,Berserk,66,slow/bulky; special attacker; bulky; Protect; Rain Dance; Light Screen
eelektrossmega,Mega Eelektross,Eelektross Mega; Eelektross-Mega; Mega Eelektross; eelektrossmega; megaeelektross,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Electric,85,145,80,135,90,80,Eelevate,75,physical attacker; special attacker; Protect; Rain Dance; Light Screen
emboarmega,Mega Emboar,Emboar Mega; Emboar-Mega; Mega Emboar; emboarmega; megaemboar,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fire|Fighting,110,148,75,110,110,75,Mold Breaker,79,physical attacker; special attacker; bulky; Protect
excadrillmega,Mega Excadrill,Excadrill Mega; Excadrill-Mega; Mega Excadrill; excadrillmega; megaexcadrill,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ground|Steel,110,165,100,65,65,103,Piercing Drill,53,physical attacker; bulky; Protect
falinksmega,Mega Falinks,Falinks Mega; Falinks-Mega; Mega Falinks; falinksmega; megafalinks,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Fighting,65,135,135,70,65,100,Defiant,51,physical attacker; bulky; Protect; Rain Dance
feraligatrmega,Mega Feraligatr,Feraligatr Mega; Feraligatr-Mega; Mega Feraligatr; feraligatrmega; megaferaligatr,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water|Dragon,85,160,125,89,93,78,Dragonize,82,physical attacker; bulky; Protect; Rain Dance
floettemega,Mega Floette,Floette Mega; Floette-Mega; Mega Floette; floettemega; megafloette,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fairy,74,85,87,155,148,102,Fairy Aura,41,special attacker; bulky; Protect; Rain Dance; Light Screen
froslassmega,Mega Froslass,Froslass Mega; Froslass-Mega; Mega Froslass; froslassmega; megafroslass,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ice|Ghost,70,80,70,140,100,120,Snow Warning,68,fast; special attacker; bulky; Protect; Rain Dance; Reflect; Light Screen
gallademega,Mega Gallade,Gallade Mega; Gallade-Mega; Mega Gallade; gallademega; megagallade,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Psychic|Fighting,68,165,95,65,115,110,Inner Focus,105,fast; physical attacker; bulky; Protect; Wide Guard; Trick Room; Rain Dance; Reflect
garchompmega,Mega Garchomp,Garchomp Mega; Garchomp-Mega; Mega Garchomp; garchompmega; megagarchomp,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Dragon|Ground,108,170,115,120,95,92,Sand Force,58,physical attacker; special attacker; bulky; Protect; Rain Dance
gardevoirmega,Mega Gardevoir,Gardevoir Mega; Gardevoir-Mega; Mega Gardevoir; gardevoirmega; megagardevoir,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Psychic|Fairy,68,85,65,165,135,100,Pixilate,80,special attacker; bulky; Protect; Trick Room; Rain Dance; Reflect; Light Screen
gengarmega,Mega Gengar,Gengar Mega; Gengar-Mega; Mega Gengar; gengarmega; megagengar,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ghost|Poison,60,65,80,170,95,130,Shadow Tag,76,fast; special attacker; Protect; Trick Room; Rain Dance
glaliemega,Mega Glalie,Glalie Mega; Glalie-Mega; Mega Glalie; glaliemega; megaglalie,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ice,80,120,80,120,80,100,Refrigerate,54,physical attacker; special attacker; Protect; Rain Dance; Light Screen
glimmoramega,Mega Glimmora,Glimmora Mega; Glimmora-Mega; Mega Glimmora; glimmoramega; megaglimmora,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Rock|Poison,83,90,105,150,96,101,Adaptability,46,special attacker; bulky; Protect; Rain Dance; Reflect; Light Screen
golurkmega,Mega Golurk,Golurk Mega; Golurk-Mega; Mega Golurk; golurkmega; megagolurk,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Ground|Ghost,89,159,105,70,105,55,Unseen Fist,78,slow/bulky; physical attacker; bulky; Protect; Rain Dance; Reflect
greninjamega,Mega Greninja,Greninja Mega; Greninja-Mega; Mega Greninja; greninjamega; megagreninja,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water|Dark,72,125,77,133,81,142,Protean,64,fast; physical attacker; special attacker; Protect; Rain Dance
gyaradosmega,Mega Gyarados,Gyarados Mega; Gyarados-Mega; Mega Gyarados; gyaradosmega; megagyarados,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Water|Dark,95,155,109,70,130,81,Mold Breaker,67,physical attacker; bulky; Protect; Rain Dance
hawluchamega,Mega Hawlucha,Hawlucha Mega; Hawlucha-Mega; Mega Hawlucha; hawluchamega; megahawlucha,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fighting|Flying,78,137,100,74,93,118,No Guard,74,fast; physical attacker; bulky; Protect; Rain Dance
heracrossmega,Mega Heracross,Heracross Mega; Heracross-Mega; Mega Heracross; heracrossmega; megaheracross,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Bug|Fighting,80,185,115,40,105,75,Skill Link,66,physical attacker; bulky; Protect; Rain Dance
houndoommega,Mega Houndoom,Houndoom Mega; Houndoom-Mega; Mega Houndoom; houndoommega; megahoundoom,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Dark|Fire,75,90,90,140,90,115,Solar Power,67,fast; special attacker; Protect; Rain Dance
kangaskhanmega,Mega Kangaskhan,Kangaskhan Mega; Kangaskhan-Mega; Mega Kangaskhan; kangaskhanmega; megakangaskhan,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Normal,105,125,100,60,100,100,Parental Bond,67,physical attacker; bulky; Protect; Fake Out; Rain Dance
lopunnymega,Mega Lopunny,Lopunny Mega; Lopunny-Mega; Mega Lopunny; lopunnymega; megalopunny,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Normal|Fighting,65,136,94,54,96,135,Scrappy,76,fast; physical attacker; Protect; Fake Out; Rain Dance
lucariomega,Mega Lucario,Lucario Mega; Lucario-Mega; Mega Lucario; lucariomega; megalucario,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fighting|Steel,70,145,88,140,70,112,Adaptability,83,fast; physical attacker; special attacker; Protect; Rain Dance
malamarmega,Mega Malamar,Malamar Mega; Malamar-Mega; Mega Malamar; malamarmega; megamalamar,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Dark|Psychic,86,102,88,98,120,88,Contrary,68,bulky; Protect; Trick Room; Rain Dance; Reflect; Light Screen
manectricmega,Mega Manectric,Manectric Mega; Manectric-Mega; Mega Manectric; manectricmega; megamanectric,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Electric,70,75,80,135,80,135,Intimidate,49,fast; special attacker; Protect; Rain Dance; Light Screen
mawilemega,Mega Mawile,Mawile Mega; Mawile-Mega; Mega Mawile; mawilemega; megamawile,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Steel|Fairy,50,105,125,55,95,50,Huge Power,71,slow/bulky; bulky; Protect; Rain Dance
medichammega,Mega Medicham,Medicham Mega; Medicham-Mega; Mega Medicham; medichammega; megamedicham,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Fighting|Psychic,60,100,85,80,85,100,Pure Power,77,Protect; Fake Out; Trick Room; Rain Dance; Reflect; Light Screen
meganiummega,Mega Meganium,Mega Meganium; Meganium Mega; Meganium-Mega; megameganium; meganiummega,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Grass|Fairy,80,92,115,143,115,80,Mega Sol,61,special attacker; bulky; Protect; Reflect; Light Screen
meowsticmega,Mega Meowstic,Mega Meowstic; Meowstic Mega; Meowstic-Mega; megameowstic; meowsticmega,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Psychic,74,48,76,143,101,124,Trace,61,fast; special attacker; bulky; Protect; Fake Out; Trick Room; Rain Dance; Reflect
metagrossmega,Mega Metagross,Mega Metagross; Metagross Mega; Metagross-Mega; megametagross; metagrossmega,ranked_allowed_champions_confirmed,confirmed,True,M-B,confirmed,M-A:needs_check; M-B:confirmed,Steel|Psychic,80,145,150,105,110,110,Tough Claws,68,fast; physical attacker; bulky; Protect; Rain Dance; Reflect; Light Screen
pidgeotmega,Mega Pidgeot,Mega Pidgeot; Pidgeot Mega; Pidgeot-Mega; megapidgeot; pidgeotmega,ranked_allowed_champions_confirmed,confirmed,True,M-A,needs_check,M-A:confirmed; M-B:needs_check,Normal|Flying,83,80,80,135,80,121,No Guard,31,fast; special attacker; Protect; Tailwind; Rain Dance
